customerID,ChurnProbability,HighRisk
8942-DBMHZ,0.0,0
4301-VVZKA,0.24,0
9199-PWQVC,0.03,0
4824-GUCBY,0.08,0
5393-HJZSM,0.07,0
7074-IEVOJ,0.91,1
9625-QSTYE,0.94,1
0862-PRCBS,0.02,0
8812-ZRHFP,0.14,0
5146-CBVOE,0.07,0
0454-OKRCT,0.05,0
5787-KXGIY,0.0,0
4750-ZRXIU,0.92,1
4198-VFOEA,0.01,0
6630-UJZMY,0.19,0
5709-LVOEQ,0.04,0
6400-BWQKW,0.73,1
2692-AQCPF,0.03,0
0347-UBKUZ,0.03,0
0835-DUUIQ,0.02,0
0811-GSDTP,0.11,0
7567-ECMCM,0.12,0
6115-ZTBFQ,0.0,0
6353-BRMMA,0.11,0
6680-WKXRZ,0.94,1
6231-WFGFH,0.07,0
9904-EHEVJ,0.18,0
7028-DVOIQ,0.92,1
6169-PPETC,0.0,0
4208-UFFGW,0.84,1
8584-KMVXD,0.16,0
8467-WYNSR,0.07,0
0851-DFJKB,0.11,0
5382-SOYZL,0.19,0
9448-REEVD,0.78,1
3261-CQXOL,0.0,0
8388-FYNPZ,0.13,0
4002-BQWPQ,0.05,0
5651-YLPRD,0.19,0
2826-DXLQO,0.17,0
4378-BZYFP,0.02,0
9489-UTFKA,0.1,0
4849-PYRLQ,0.0,0
9117-SHLZX,0.95,1
9889-TMAHG,0.79,1
4541-RMRLG,0.73,1
7764-BDPEE,0.01,0
3429-IFLEM,0.01,0
3158-MOERK,0.97,1
7294-TMAOP,0.99,1
5002-GCQFH,0.16,0
0556-FJEGU,0.01,0
8919-FYFQZ,0.68,0
0604-THJFP,0.0,0
2834-JRTUA,0.68,0
5875-YPQFJ,0.5911230158730156,0
5879-SESNB,0.28,0
6646-QVXLR,0.73,1
6461-PPAXN,0.01,0
3318-ISQFQ,0.02,0
1106-HRLKZ,0.0,0
2483-XSSMZ,0.04,0
8603-IJWDN,0.97,1
8165-ZJRNM,0.0,0
9369-XFEHK,0.83,1
2604-XVDAM,0.1,0
3717-OFRTN,0.08666666666666666,0
9046-JBFWA,0.0,0
3280-NMUVX,0.0,0
1206-EHBDD,0.0,0
8361-LBRDI,0.0,0
4883-KCPZJ,0.0,0
9108-EQPNQ,0.01,0
7277-KAMWT,0.0,0
3842-IYKUE,0.71,1
6641-XRPSU,0.66,0
1374-DMZUI,0.93,1
2545-LXYVJ,0.0,0
3234-VKACU,0.21,0
8357-EQXFO,0.94,1
1989-PRJHP,0.85,1
8120-JDCAM,0.11,0
8917-FAEMR,0.0,0
7047-YXDMZ,0.0,0
2858-EIMXH,0.1,0
9524-EGPJC,0.86,1
6993-OHLXR,0.87,1
8818-XYFCQ,0.89,1
6419-ZTTLE,0.02,0
0929-HYQEW,0.11,0
6614-YOLAC,0.0,0
7426-RHZGU,0.25,0
4065-JJAVA,0.13,0
4695-VADHF,0.76,1
3863-IUBJR,0.7,0
7649-SIJJF,0.01,0
9361-YNQWJ,0.0,0
3748-FVMZZ,0.26,0
9391-TTOYH,0.01,0
1452-XRSJV,0.04,0
3422-WJOYD,0.01,0
8242-SOQUO,0.25,0
7460-ITWWP,0.29,0
7147-AYBAA,0.16,0
7868-TMWMZ,0.02,0
4822-RVYBB,0.96,1
6732-FZUGP,0.07,0
8436-BJUMM,0.73,1
4184-TJFAN,0.94,1
8329-GWVPJ,0.11,0
1352-VHKAJ,0.02,0
4145-UQXUQ,0.84,1
2632-TACXW,0.0,0
8146-QQKZH,0.0,0
1767-CJKBA,0.0,0
6445-TNRXS,0.08,0
4581-LNWUM,0.19,0
4869-EPIUS,0.16,0
9948-YPTDG,0.72,1
1236-WFCDV,0.81,1
1915-OAKWD,0.03,0
7296-PIXQY,0.18,0
4883-QICIH,0.73,1
3354-OADJP,0.04,0
3524-WQDSG,0.25,0
0810-DHDBD,0.02,0
4026-SKKHW,0.01,0
2829-HYVZP,0.01,0
8329-IBCTI,0.3246309523809523,0
1271-SJBGZ,0.76,1
3845-JHAMY,0.06,0
7013-PSXHK,0.08,0
5669-SRAIP,0.85,1
5981-ITEMU,0.69,0
3486-NPGST,0.0,0
6941-PMGEP,0.92,1
1624-WOIWJ,0.83,1
2074-GKOWZ,0.89,1
0376-YMCJC,0.84,1
6100-FJZDG,0.0,0
4829-ZLJTK,0.01,0
1730-VFMWO,0.01,0
7143-BQIBA,0.05,0
3800-LYTRK,0.03,0
0634-SZPQA,0.7,0
9646-NMHXE,0.0,0
7030-NJVDP,0.05,0
5536-RTPWK,0.78,1
8883-GRDWQ,0.06,0
6166-ILMNY,0.94,1
3097-NNSPB,0.85,1
7771-ZONAT,0.02,0
0655-RBDUG,0.95,1
2111-DWYHN,0.195,0
4194-WHFCB,0.05,0
4121-AGSIN,0.01,0
4361-BKAXE,0.82,1
9845-PEEKO,0.1,0
0455-XFASS,0.12,0
0301-KOBTQ,0.0,0
1751-NCDLI,0.34,0
4367-NUYAO,0.0,0
9878-TNQGW,0.95,1
9170-ARBTB,0.0,0
4441-NIHPT,0.89,1
8999-BOHSE,0.87,1
7241-AJHFS,0.0,0
7029-RPUAV,0.82,1
4546-FOKWR,0.08,0
9036-CSKBW,0.15,0
5832-TRLPB,0.08,0
8590-YFFQO,0.02,0
8659-IOOPU,0.06,0
1338-CECEE,0.03,0
7439-DKZTW,0.32,0
4646-QZXTF,0.08,0
4607-CHPCA,0.8,1
9742-XOKTS,0.04,0
6921-OZMFH,0.18,0
9578-FOMUK,0.04,0
4712-UYOOI,0.01,0
8824-RWFXJ,0.8,1
7722-CVFXN,0.08,0
8717-VCTXJ,0.01,0
7363-QTBIW,0.32,0
4159-NAAIX,0.07,0
0971-QIFJK,0.0,0
9397-TZSHA,0.01,0
3391-JSQEW,0.06,0
0343-QLUZP,0.0,0
9763-PDTKK,0.84,1
2176-LVPNX,0.0,0
7627-JKIAZ,0.71,1
3312-UUMZW,0.2,0
1271-UODNO,0.0,0
8461-EFQYM,0.02,0
6900-RBKER,0.01,0
6891-JPYFF,0.14,0
1459-QNFQT,0.0,0
1047-NNCBF,0.18,0
3696-XRIEN,0.05,0
4081-DYXAV,0.63,0
0074-HDKDG,0.03,0
8791-GFXLZ,0.08,0
8111-SLLHI,0.86,1
0927-LCSMG,0.76,1
9330-DHBFL,0.06,0
0098-BOWSO,0.04,0
3452-ABWRL,0.15,0
5859-HZYLF,0.0,0
8257-RZAHR,0.77,1
5293-WXJAK,0.91,1
3156-QLHBO,0.04,0
2208-NQBCT,0.09,0
1779-PWPMG,0.01,0
6621-NRZAK,0.0,0
0831-JNISG,0.0,0
0774-IFUVM,0.14,0
3082-WQRVY,0.11,0
9553-DLCLU,0.03,0
1641-BYBTK,0.0,0
2460-NGXBJ,0.18,0
2446-ZKVAF,0.04,0
0841-NULXI,0.98,1
3522-CDKHF,0.24,0
1430-SFQSA,0.01,0
0411-EZJZE,0.15,0
7851-WZEKY,0.97,1
8844-TONUD,0.93,1
8807-ARQET,0.07,0
8992-CEUEN,0.14,0
4320-QMLLA,0.12,0
8777-PVYGU,0.01,0
8292-ITGYJ,0.01,0
6870-ZWMNX,0.0,0
0621-CXBKL,0.01,0
5268-DSMNQ,0.13,0
5334-JLAXU,0.07,0
4086-YQSNZ,0.89,1
6242-MBHPK,0.11,0
5868-CZJDR,0.83,1
9359-UGBTK,0.02,0
0135-NMXAP,0.86,1
4782-OSFXZ,0.0,0
6479-OAUSD,0.0,0
7129-ACFOG,0.15,0
4189-NAKJS,0.01,0
5562-BETPV,0.036000000000000004,0
1282-IHQAC,0.04,0
9127-FHJBZ,0.03,0
6270-OMFIW,0.81,1
1641-RQDAY,0.14,0
0107-WESLM,0.74,1
6994-ORCWG,0.04,0
1346-UFHAX,0.06,0
3992-YWPKO,0.83,1
2933-XEUJM,0.0,0
0125-LZQXK,0.74,1
5461-QKNTN,0.16,0
4835-YSJMR,0.04,0
8399-YNDCH,0.59,0
3164-YAXFY,0.08,0
0887-WBJVH,0.08,0
4660-IRIBM,0.08,0
5673-FSSMF,0.81,1
7670-ZBPOQ,0.01,0
8089-UZWLX,0.08,0
0080-OROZO,0.13,0
3916-NRPAP,0.21,0
6807-SIWJI,0.09,0
8221-HVAYI,0.02,0
1579-KLYDT,0.86,1
5232-NXPAY,0.0,0
8967-SZQAS,0.02,0
4468-KAZHE,0.11,0
0455-ENTCR,0.02,0
8944-AILEF,0.02,0
5542-NKVRU,0.0,0
7126-RBHSD,0.2,0
5370-IIVVL,0.12,0
6789-HJBWG,0.04,0
3927-NLNRY,0.73,1
9087-EYCPR,0.0,0
6791-YBNAK,0.06,0
6358-LYNGM,0.94,1
6077-BDPXA,0.11,0
0013-MHZWF,0.18,0
5494-HECPR,0.99,1
8268-YDIXR,0.09,0
9824-BEMCV,0.87,1
1373-ORVIZ,0.69,0
4291-SHSBH,0.2,0
6980-IMXXE,0.0,0
9866-QEVEE,0.82,1
9897-KXHCM,0.83,1
0040-HALCW,0.0,0
0784-GTUUK,0.0,0
7979-CORPM,0.66,0
2294-DMMUS,0.06,0
0872-JCPIB,0.09,0
3055-MJDSB,0.14,0
9091-WTUUY,0.01,0
1618-CFHME,0.91,1
3165-HDOEW,0.83,1
6581-NQCBA,0.75,1
7115-IRDHS,0.0,0
8496-DMZUK,0.05,0
2040-VZIKE,0.12,0
9068-VPWQQ,0.01,0
0178-SZBHO,0.21,0
0384-RVBPI,0.04,0
1689-MRZQR,0.8,1
1299-AURJA,0.0,0
4525-VZCZG,0.1,0
1543-LLLFT,0.05,0
5835-BEQEU,0.97,1
2788-CJQAQ,0.0,0
5565-FILXA,0.93,1
0319-QZTCO,0.2,0
2120-SMPEX,0.0,0
0096-FCPUF,0.04,0
0668-OGMHD,0.1,0
5552-ZNFSJ,0.96,1
2223-KAGMX,0.73,1
6507-ZJSUR,0.26,0
9408-HRXRK,0.15,0
5593-SUAOO,0.03,0
7321-PKUYW,0.86,1
2833-SLKDQ,0.78,1
6766-HFKLA,0.06,0
7595-EUIVN,0.86,1
7617-EYGLW,0.07,0
2026-TGDHM,0.9,1
9220-ZNKJI,0.0,0
4030-VPZBD,0.81,1
2226-ICFDO,0.0,0
0723-VSOBE,0.08,0
5529-GIBVH,0.0,0
4187-CINZD,0.78,1
9992-UJOEL,0.23,0
4741-WWJQZ,0.22,0
6625-UTXEW,0.04,0
6818-WOBHJ,0.73,1
6244-BESBM,0.03,0
1004-NOZNR,0.1,0
1251-STYSZ,0.13,0
2612-PHGOX,0.0,0
2408-TZMJL,0.74,1
8480-PPONV,0.05,0
8780-IHCRN,0.0,0
4598-ZADCK,0.05,0
1257-SXUXQ,0.02,0
9681-KYGYB,0.09,0
7182-OVLBJ,0.03,0
5095-ETBRJ,0.08,0
7005-CYUIL,0.02,0
4821-WQOYN,0.0,0
4730-AWNAU,0.02,0
3452-FLHYD,0.0,0
2388-LAESQ,0.0,0
9531-NSBMR,0.0,0
6260-ONULR,0.29,0
4389-UEFCZ,0.03,0
8711-LOBKY,0.0,0
9134-CEQMF,0.78,1
8985-OOPOS,0.16,0
8800-ZKRFW,0.19,0
2616-FLVQC,0.0,0
9968-FFVVH,0.01,0
3108-PCCGG,0.0,0
7993-PYKOF,0.71,1
8390-FESFV,0.01,0
3022-BEXHZ,0.06,0
5027-XWQHA,0.77,1
6248-TKCQV,0.04,0
6729-GDNGC,0.09,0
6198-ZFIOJ,0.27,0
5989-OMNJE,0.16,0
4566-QVRRW,0.8,1
1291-CUOCY,0.02,0
9795-SHUHB,0.03,0
3230-IUALN,0.0,0
0042-RLHYP,0.0,0
8519-IMDHU,0.91,1
4945-RVMTE,0.06,0
0201-OAMXR,0.86,1
1866-NXPSP,0.06,0
3372-KWFBM,0.87,1
7831-QGOXH,0.82,1
6393-WRYZE,0.79,1
3941-XTSKM,0.03,0
1661-CZBAU,0.0,0
6599-RCLCJ,0.8,1
9831-BPFRI,0.64,0
5158-RIVOP,0.01,0
9788-YTFGE,0.01,0
9277-JOOMO,0.02,0
1907-YLNYW,0.05,0
1725-MIMXW,0.69,0
8947-YRTDV,0.09,0
3161-ONRWK,0.01,0
0114-RSRRW,0.07,0
4565-NLZBV,0.0,0
0031-PVLZI,0.71,1
7206-GZCDC,0.99,1
6682-VCIXC,0.03,0
4791-QRGMF,0.7,0
6475-VHUIZ,0.07,0
3910-MRQOY,0.0,0
0661-WCQNQ,0.06,0
7537-RBWEA,0.35,0
4656-CAURT,0.0,0
0121-SNYRK,0.0,0
1768-ZAIFU,0.97,1
4671-LXRDQ,0.74,1
3733-LSYCE,0.11,0
6265-FRMTQ,0.0,0
1934-SJVJK,0.9407142857142857,1
3838-OZURD,0.72,1
1371-DWPAZ,0.05,0
9269-CQOOL,0.72,1
2017-CCBLH,0.01,0
7690-KPNCU,0.09,0
0536-BGFMZ,0.01,0
2293-IJWPS,0.14,0
2845-HSJCY,0.91,1
5469-NUJUR,0.0,0
1184-PJVDB,0.83,1
2625-TRCZQ,0.12,0
4102-HLENU,0.01,0
7266-GSSJX,0.05,0
7722-VJRQD,0.0,0
7073-QETQY,0.01,0
9415-DPEWS,0.89,1
5624-RYAMH,0.04,0
0196-JTUQI,0.15,0
7130-YXBRO,0.13,0
9272-LSVYH,0.05,0
7943-RQCHR,0.96,1
3793-MMFUH,0.89,1
3249-ZPQRG,0.77,1
2568-BRGYX,0.83,1
3084-DOWLE,0.0,0
1084-MNSMJ,0.0,0
7721-JXEAW,0.64,0
7249-WBIYX,0.85,1
4238-HFHSN,0.06,0
6250-CGGUN,0.04,0
5478-JJVZK,0.04,0
7596-IIWYC,0.0,0
6567-HOOPW,0.98,1
9793-WECQC,0.08,0
4291-HPAXL,0.285,0
8999-YPYBV,0.0,0
1839-FBNFR,0.0,0
3164-AALRN,0.76,1
3071-MVJCD,0.0,0
1697-BCSHV,0.03,0
0562-KBDVM,0.0,0
1131-SUEKT,0.04,0
3717-OEAUQ,0.33,0
4538-WNTMJ,0.01,0
3334-CTHOL,0.775,1
4704-ERYFC,0.69,0
9432-RUVSL,0.04,0
8060-HIWJJ,0.0,0
7684-XSZIY,0.0,0
9089-UOWJG,0.06,0
8621-MNIHH,0.75,1
8039-ACLPL,0.01,0
9885-AIBVB,0.2,0
1934-MKPXS,0.01,0
2592-YKDIF,0.12916666666666668,0
2272-JKMSI,0.04,0
0471-LVHGK,0.6,0
9518-RWHZL,0.66,0
8714-CTZJW,0.32,0
3569-EDBPQ,0.09,0
3131-NWVFJ,0.02,0
7521-YXVZY,0.01,0
5419-CONWX,0.92,1
6240-EURKS,0.78,1
2373-NTKOD,0.04,0
1970-KKFWL,0.02,0
6960-HVYXR,0.95,1
9337-SRRNI,0.0,0
0895-UADGO,0.08,0
5678-VFNEQ,0.02,0
5977-CKHON,0.11,0
7024-OHCCK,0.97,1
2692-BUCFV,0.18,0
7861-UVUFT,0.85,1
1830-GGFNM,0.02,0
5302-BDJNT,0.08,0
5223-UZAVK,0.05,0
4859-ZSRDZ,0.01,0
5651-WYIPH,0.1,0
9350-VLHMB,0.12,0
3498-LZGQZ,0.02,0
8785-CJSHH,0.23,0
5357-TZHPP,0.89,1
3870-SPZSI,0.04,0
0680-DFNNY,0.84,1
7560-QRBXH,0.0,0
7077-XJMET,0.07,0
8752-GHJFU,0.05,0
6896-SRVYQ,0.13,0
7767-UXAGJ,0.69,0
4652-ODEVH,0.0,0
6510-UPNKS,0.04,0
6718-BDGHG,0.02,0
9046-DQMTP,0.01,0
6439-LAJXL,0.07,0
1571-SAVHK,0.92,1
9052-VKDUW,0.04,0
9546-CQJSU,0.94,1
1666-JZPZT,0.01,0
5777-KJIRB,0.02,0
0506-LVNGN,0.82,1
7677-SJJJK,0.0,0
2480-EJWYP,0.21,0
3253-HKOKL,0.05,0
7055-HNEOJ,0.13,0
5514-YQENT,0.07,0
3211-AAPKX,0.24,0
8445-DNBAE,0.1,0
2951-QOQTK,0.9,1
2958-NHPPS,0.0,0
6806-YDEUL,0.1,0
1735-XMJVH,0.08,0
6890-PFRQX,0.03,0
0222-CNVPT,0.06,0
5899-OUVKV,0.11,0
8681-ICONS,0.02,0
1621-YNCJH,0.04,0
3473-XIIIT,0.84,1
6362-QHAFM,0.18,0
7893-IXHRQ,0.71,1
3070-BDOQC,0.06,0
2952-QAYZF,0.83,1
6234-PFPXL,0.13,0
9824-QCJPK,0.03,0
4763-PGDPO,0.86,1
4283-IVYCI,0.07,0
1866-OBPNR,0.23,0
8205-MQUGY,0.12,0
8970-ANWXO,0.01,0
9480-BQJEI,0.04,0
5394-SVGJV,0.67,0
6979-TNDEU,0.01,0
9777-WJJPR,0.12,0
9283-LZQOH,0.91,1
7079-QRCBC,0.86,1
9495-SKLKD,0.13,0
6048-UWKAL,0.01,0
5067-DGXLL,0.12,0
5469-CTCWN,0.7,0
9851-QXEEQ,0.95,1
6281-FKEWS,0.06,0
8898-KASCD,0.01,0
9242-TKFSV,0.0,0
9290-SHCMB,0.25,0
0743-HNPFG,0.02,0
2277-BKJKN,0.06,0
9809-IMGCQ,0.87,1
5208-HFSBT,0.83,1
5035-PGZXH,0.13,0
8695-WDYEA,0.12,0
6543-JXSOO,0.0,0
8016-ZMGMO,0.01,0
8605-ITULD,0.050666666666666665,0
3254-YRILK,0.9,1
6416-YJTTB,0.18,0
2667-WYLWJ,0.68,0
4472-VESGY,0.07,0
3195-TQDZX,0.0,0
3128-YOVTD,0.07,0
0529-ONKER,0.79,1
1728-CXQBE,0.07,0
7041-TXQJH,0.06,0
5014-GSOUQ,0.0,0
5724-BIDBU,0.03,0
0481-SUMCB,0.08,0
1769-GRUIK,0.08,0
5240-IJOQT,1.0,1
8819-WFGGJ,0.0,0
7427-AUFPY,0.0,0
2811-POVEX,0.18,0
1092-GANHU,0.75,1
7898-PDWQE,0.0,0
9972-EWRJS,0.0,0
9314-IJWSQ,0.27,0
0661-XEYAN,0.93,1
5799-JRCZO,0.0,0
1921-KYSAY,0.08,0
6198-RTPMF,0.28,0
2924-KHUVI,0.12,0
1925-GMVBW,0.07,0
7881-EVUAD,0.92,1
6184-DYUOB,0.11,0
9207-ZPANB,0.03,0
5766-XQXMQ,0.69,0
9327-QSDED,0.08,0
1656-DRSMG,0.09,0
3012-VFFMN,0.01,0
2984-AFWNC,0.35,0
0640-YJTPY,0.0,0
8096-LOIST,0.13,0
9764-REAFF,0.02,0
3703-VAVCL,0.84,1
7107-UBYKY,0.0,0
4881-GQJTW,0.01,0
8519-QJGJD,0.7,0
7876-DNYAP,0.0,0
7905-NJMXS,0.13,0
2882-WDTBA,0.0,0
2091-GPPIQ,0.0,0
6326-MTTXK,0.82,1
5071-FBJFS,0.28,0
2796-UUZZO,0.02,0
2429-AYKKO,0.0,0
9798-OPFEM,0.02,0
0330-IVZHA,0.72,1
3794-NFNCH,0.08,0
5193-QLVZB,0.01,0
7114-AEOZE,0.0,0
2886-KEFUM,0.76,1
5522-NYKPB,0.13,0
4237-RLAQD,0.87,1
9957-YODKZ,0.32,0
6518-KZXCB,0.01,0
2245-ADZFJ,0.02,0
7776-QGYJC,0.14,0
9313-QOLTZ,0.0,0
9651-GTSAQ,0.8,1
3186-BAXNB,0.85,1
4672-FOTSD,0.06,0
0637-YLETY,0.84,1
9818-XQCUV,0.03,0
7338-ERIVA,0.03,0
1157-BQCUW,0.94,1
8259-NFJTV,0.08,0
3223-DWFIO,0.2,0
2660-EMUBI,0.92,1
6968-GMKPR,0.1,0
4751-ERMAN,0.02,0
1436-ZMJAN,0.07,0
3292-PBZEJ,0.28,0
0799-DDIHE,0.09,0
3070-FNFZQ,0.0,0
2812-SFXMJ,0.11,0
7675-OZCZG,0.71,1
5014-WUQMG,0.04,0
5312-TSZVC,0.01,0
2003-CKLOR,0.76,1
0993-OSGPT,0.0,0
9254-RBFON,0.75,1
1205-WNWPJ,0.71,1
9391-EOYLI,0.86,1
7108-DGVUU,0.03,0
2782-JEEBU,0.09,0
5127-BZENZ,0.02,0
2720-FVBQP,0.2,0
9906-NHHVC,0.07,0
4522-XRWWI,0.08,0
3766-EJLFL,0.16,0
5939-SXWHM,0.0,0
8152-UOBNY,0.05,0
7351-KYHQH,0.06,0
7643-RCHXS,0.01,0
8246-SHFGA,0.03,0
8387-MOJJT,0.73,1
0620-XEFWH,0.07,0
6485-QXWWE,0.01,0
2761-OCIAX,0.82,1
7321-VGNKU,0.2,0
5327-CNLUQ,0.07,0
7552-KEYGT,0.01,0
5816-JMLGY,0.0,0
3068-OMWZA,0.99,1
2927-QRRQV,0.11,0
6032-KRXXO,0.72,1
7459-RRWQZ,0.76,1
6265-SXWBU,0.05,0
7941-RCJOW,0.0,0
6374-NTQLP,0.02,0
4154-AQUGT,0.8,1
2387-KDZQY,0.02,0
3584-WKTTW,0.13,0
3399-BMLVW,0.03,0
1971-DTCZB,0.0,0
3092-IGHWF,0.73,1
3374-PZLXD,0.0,0
3813-DHBBB,0.0,0
2812-REYAT,0.0,0
6518-PPLMZ,0.02,0
4939-KYYPY,0.03,0
8017-LXHFA,0.87,1
5930-GBIWP,0.01,0
6022-KOUQO,0.19,0
6352-TWCAU,0.76,1
2361-UPSND,0.04,0
6035-RIIOM,0.12,0
2929-QNSRW,0.68,0
1262-OPMFY,0.86,1
9504-DSHWM,0.14,0
5035-BVCXS,0.15,0
6267-DCFFZ,0.21,0
3533-UVMOM,0.0,0
2439-LYPMQ,0.3,0
4248-QPAVC,0.8,1
1899-VXWXM,0.78,1
1478-VPOAD,0.24,0
9995-HOTOH,0.06,0
2988-PLAHS,0.21,0
1371-OJCEK,0.0,0
4999-IEZLT,0.04,0
8883-ANODQ,0.04,0
4690-LLKUA,0.71,1
2351-RRBUE,0.03,0
5980-BDHPY,0.0,0
1498-DQNRX,0.02,0
9469-WEJBT,0.12,0
3331-HQDTW,0.74,1
9490-DFPMD,0.76,1
2581-VKIRT,0.0,0
5442-XSDCW,0.86,1
7426-WEIJX,0.06,0
2851-MMUTZ,0.07,0
3049-NDXFL,0.96,1
8580-AECUZ,0.97,1
3307-TLCUD,0.03,0
6625-FLENO,0.0,0
2967-MXRAV,0.05,0
7963-GQRMY,0.78,1
8189-HBVRW,0.07,0
4163-KIUHY,0.02,0
1228-FZFRV,0.66,0
3500-NSDOA,0.0,0
1171-TYKUR,0.0,0
3761-FLYZI,0.16,0
2058-DCJBE,0.96,1
5364-XYIRR,0.89,1
4829-AUOAX,0.73,1
1219-NNDDO,0.13,0
8388-DMKAE,0.02,0
4403-BWPAY,0.0,0
9659-QEQSY,0.17,0
5405-ZMYXQ,0.2,0
5047-LHVLY,0.89,1
1442-OKRJE,0.03,0
4737-AQCPU,0.01,0
9158-VCTQB,0.84,1
2808-CHTDM,0.0,0
6311-UEUME,0.86,1
0793-TWELN,0.07,0
3283-WCWXT,0.0,0
1060-ENTOF,0.06,0
0999-QXNSA,0.14,0
5451-MHQOF,0.02,0
4836-WNFNO,0.0,0
9225-BZLNZ,0.05,0
0354-VXMJC,0.0,0
4422-QVIJA,0.0,0
9365-SRSZE,0.19,0
6839-ITVZJ,0.75,1
8332-OSJDW,0.01,0
4735-BJKOU,0.0,0
0274-JKUJR,0.11,0
5740-YHGTW,0.1,0
8917-SZTTJ,0.0,0
1696-MZVAU,0.08,0
7359-WWYJV,0.0,0
0375-HVGXO,0.92,1
4906-ZHGPK,0.0,0
8593-WHYHV,0.95,1
3795-GWTRD,0.02,0
1298-PHBTI,0.03,0
6223-DHJGV,0.0,0
6961-MJKBO,0.0,0
6097-EQISJ,0.68,0
4423-YLHDV,0.81,1
8158-WPEZG,0.12,0
0107-YHINA,0.98,1
4918-FYJNT,0.06,0
0727-BNRLG,0.05,0
4854-CIDCF,0.31,0
8640-SDGKB,0.86,1
3280-MRDOF,0.01,0
6435-SRWBJ,0.28,0
9964-WBQDJ,0.0,0
6303-KFWSL,0.01,0
1702-CCFNJ,0.01,0
8932-CZHRQ,0.04,0
0386-CWRGM,0.0,0
5515-RUGKN,0.12,0
0404-AHASP,0.0,0
7279-NMVJC,0.02,0
2081-VEYEH,0.34,0
6407-UTSLV,0.27,0
4116-TZAQJ,0.75,1
9060-HJJRW,0.05,0
2587-YNLES,0.0,0
7398-SKNQZ,0.28,0
5935-FCCNB,0.27,0
1958-RNRKS,0.06,0
5136-RGMZO,0.03,0
8345-MVDYC,0.0,0
8226-BXGES,0.09,0
3877-JRJIP,0.73,1
8375-DKEBR,1.0,1
9705-IOVQQ,0.08,0
1015-OWJKI,0.01,0
7511-YMXVQ,0.86,1
2040-XBAVJ,0.0,0
7551-JOHTI,0.4281666666666667,0
8887-IPQNC,0.14,0
8646-JCOMS,0.01,0
9804-ICWBG,0.5911230158730156,0
1222-KJNZD,0.01,0
0106-GHRQR,0.12,0
5318-IXUZF,0.86,1
3768-VHXQO,0.0,0
8952-WCVCD,0.1,0
2418-TPEUN,0.0,0
3963-RYFNS,0.0,0
3198-VELRD,0.97,1
8540-ZQGEA,0.0,0
1320-REHCS,0.16,0
4137-JOPHL,0.02,0
9436-ZBZCT,0.92,1
7801-CEDNV,0.02,0
2057-BOYKM,0.0,0
3658-QQJYD,0.02,0
1803-BGNBD,0.04,0
0134-XWXCE,0.07,0
6950-TWMYB,0.02,0
5848-FHRFC,0.0,0
2243-FNMMI,0.01,0
2511-MORQY,0.01,0
5356-KZCKT,0.0,0
9470-XCCEM,0.06,0
6519-CFDBX,0.23714285714285716,0
3902-MIVLE,0.0,0
0409-WTMPL,0.08,0
8763-KIAFH,0.0,0
3669-WHAFY,0.01,0
3055-VTCGS,0.04,0
3144-KMTWZ,0.02,0
7279-BUYWN,0.8,1
7156-MHUGY,0.91,1
7198-GLXTC,0.97,1
2007-QVGAW,0.0,0
5207-PLSTK,0.24,0
2307-FYNNL,0.08,0
5605-XNWEN,0.0,0
2155-AMQRX,0.08,0
6181-AXXYF,0.0,0
5091-HFAZW,0.25,0
0516-VRYBW,0.62,0
2519-LBNQL,0.18,0
8623-ULFNQ,0.05,0
8380-PEFPE,0.96,1
5687-DKDTV,0.6,0
1568-LJSZU,0.0,0
7530-HDYDS,0.71,1
7789-HKSBS,0.09,0
7416-CKTEP,0.01,0
2586-CWXVV,0.14,0
3096-IZETN,0.78,1
2348-KCJLT,0.0,0
8401-EMUWF,0.05,0
4193-IBKSW,0.0,0
5377-NDTOU,0.0,0
5922-ABDVO,0.74,1
2474-LCNUE,0.06,0
0839-QNXME,0.0,0
3506-OVLKD,0.05,0
9172-ANCRX,0.96,1
6650-VJONK,0.13,0
2178-PMGCJ,0.07,0
7492-TAFJD,0.04,0
2773-MADBQ,0.02,0
6016-LVTJQ,0.0,0
7860-KSUGX,0.0,0
8966-KZXXA,0.0,0
6910-HADCM,0.84,1
4816-LXZYW,0.93,1
9606-PBKBQ,0.78,1
5149-QYTTU,0.0,0
2070-XYMFH,0.18,0
2085-BOJKI,0.14,0
0817-HSUSE,0.24,0
5442-PPTJY,0.02,0
1927-QEWMY,0.0,0
1663-MHLHE,0.06,0
5663-QBGIS,0.07,0
4450-MDZFX,0.04,0
6701-DHKWQ,0.01,0
7554-AKDQF,0.04,0
3536-IQCTX,0.82,1
4911-BANWH,0.8,1
8496-EJAUI,0.73,1
0794-YVSGE,0.0,0
5423-BHIXO,0.04,0
6908-VVYHM,0.08,0
2959-EEXWB,0.04,0
1839-UMACK,0.07,0
3030-YDNRM,0.1,0
7321-KKSDU,0.0,0
3402-XRIUO,0.06,0
3132-TVFDZ,0.79,1
8286-AFUYI,0.1,0
8080-DDEMJ,0.72,1
8356-WUAOJ,0.19,0
6365-MTGZX,0.81,1
1349-WXNGG,0.62,0
8058-DMYRU,0.13,0
9350-ZXYJC,0.06,0
6990-YNRIO,0.66,0
8958-JPTRR,0.04,0
6959-GQEGV,0.03,0
3173-WSSUE,0.0,0
1265-HVPZB,0.09,0
